annotator,kind,source_url,source,extracted_by,line_start,line_end,rule_text,tag,user_comment,llm_rationale,created_at
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,97,97,"- Choose the solution with fewest moving parts, abstractions, or layers",PRESCRIPTION,,"It directs choosing the simplest solution, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,98,99,"- Eliminate redundant code, duplicate patterns, or parallel implementations",PRESCRIPTION,,,2026-06-09 20:09:03.789261
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,98,98,"- Eliminate redundant code, duplicate patterns, or parallel implementations",PRESCRIPTION,,"It directs eliminating redundancy, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,99,100,- Refactor complex solutions into simpler ones when discovered,PRESCRIPTION,,,2026-06-09 20:09:36.923389
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,99,99,- Refactor complex solutions into simpler ones when discovered,PRESCRIPTION,,"It directs refactoring complex into simpler, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,100,101,"- Question every abstraction: ""Does this actually reduce complexity, or just hide it?""",PREFERENCE,,,2026-06-09 20:09:47.114223
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,100,100,"- Question every abstraction: ""Does this actually reduce complexity, or just hide it?""",PREFERENCE,,"It advises questioning abstractions, a soft how-to.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,104,105,"**The phrase ""backward compatibility"" is a CRITICAL WARNING SIGN.**",PREFERENCE,,,2026-06-09 20:10:31.206536
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,104,104,"**The phrase ""backward compatibility"" is a CRITICAL WARNING SIGN.**",PREFERENCE,,"It frames awareness about the phrase, a soft guidance.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,106,106,"**NEVER independently implement backward compatibility, multi-version support, or dual implementations** without explicit approval.",PROHIBITION,,,2026-06-09 20:10:58.408037
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,106,114,"If you believe backward compatibility is necessary:

1. **STOP** implementation immediately
2. **ASK** the user for explicit approval with a clear proposal:
   - What will be maintained for backward compatibility
   - Why it's necessary
   - What complexity it adds
   - What the migration path would be instead
3. **WAIT** for explicit instruction before proceeding",PRESCRIPTION,a series of action triggered at a vague condition,,2026-06-09 20:11:25.709124
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,106,114,"If you believe backward compatibility is necessary:

1. **STOP** implementation immediately
2. **ASK** the user for explicit approval with a clear proposal:
   - What will be maintained for backward compatibility
   - Why it's necessary
   - What complexity it adds
   - What the migration path would be instead
3. **WAIT** for explicit instruction before proceeding",PRESCRIPTION,,"It mandates a stop-ask-wait sequence, a required process.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,106,106,"**NEVER independently implement backward compatibility, multi-version support, or dual implementations** without explicit approval.",PROHIBITION,,It forbids implementing backward compatibility without approval.,2026-06-15 15:06:35.800200
Wenyu,context,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,116,121,"**Rationale:** Backward compatibility:
- Creates dual sources of truth that evolve independently
- Multiplies maintenance burden and bug surface area
- Fragments the codebase into parallel implementations
- Prevents clean evolution toward better patterns
- Adds permanent complexity that compounds over time",,,"It gives reasons backward compatibility is bad, explanatory background not a directive.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,123,123,Migrate/refactor to the new pattern. Delete the old one,PRESCRIPTION,,,2026-06-09 20:19:28.984586
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,123,123,Move forward as a cohesive unit.,PRESCRIPTION,,,2026-06-09 20:19:37.557603
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,123,123,Migrate/refactor to the new pattern. Delete the old one,PRESCRIPTION,,"It directs migrating and deleting the old pattern, a required default action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,123,123,Move forward as a cohesive unit.,PRESCRIPTION,,"It directs moving forward cohesively, a required behavior.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,125,126,**Exception:** Only implement backward compatibility when explicitly instructed after review.,PERMISSION,,,2026-06-09 20:19:45.761640
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,125,125,**Exception:** Only implement backward compatibility when explicitly instructed after review.,PERMISSION,,"It permits backward compatibility only when instructed, a conditional permission.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,127,127,"stay flexible, plan incrementally",PREFERENCE,,,2026-06-09 20:20:23.245890
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,127,127,"stay flexible, plan incrementally",PREFERENCE,,"It advises staying flexible and incremental, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,128,128,NEVER over-architect or plan too far ahead.,PROHIBITION,,,2026-06-09 20:20:32.757324
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,128,128,"Build incrementally, validate constantly, and maintain the ability to pivot when requirements change.",PREFERENCE,,,2026-06-09 20:20:42.987265
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,128,128,NEVER over-architect or plan too far ahead.,PROHIBITION,,"It forbids over-architecting, a prohibition.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,128,128,"Build incrementally, validate constantly, and maintain the ability to pivot when requirements change.",PREFERENCE,,"It advises an incremental, flexible approach, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,130,130,"**Core philosophy:** Complex systems evolve successfully through iteration, not through perfect up-front planning. Requirements change, assumptions fail, and Murphy's Law applies. Stay adaptable.",PREFERENCE,,,2026-06-09 20:21:24.459129
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,130,130,"**Core philosophy:** Complex systems evolve successfully through iteration, not through perfect up-front planning. Requirements change, assumptions fail, and Murphy's Law applies. Stay adaptable.",PREFERENCE,,"It states a philosophy of adaptability, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,133,134,"- **Build iteratively:** Implement the minimum viable solution first, then evolve based on actual needs",PREFERENCE,,,2026-06-09 20:21:47.169802
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,133,133,"- **Build iteratively:** Implement the minimum viable solution first, then evolve based on actual needs",PREFERENCE,,"It advises building iteratively, a soft how-to.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,134,135,- **Validate early:** Test assumptions and designs with working code as quickly as possible,PREFERENCE,,,2026-06-09 20:21:50.913484
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,134,134,- **Validate early:** Test assumptions and designs with working code as quickly as possible,PREFERENCE,,"It advises validating early, a soft how-to.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,135,136,"- **Stay modular:** Design components, functions, and abstractions so they can be replaced or refactored without cascading changes",PREFERENCE,,,2026-06-09 20:21:58.272500
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,135,135,"- **Stay modular:** Design components, functions, and abstractions so they can be replaced or refactored without cascading changes",PREFERENCE,,"It advises staying modular, a soft how-to.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,136,137,"- **Avoid tight coupling:** Don't hardcode dependencies on specific libraries, external services, or implementation details",PREFERENCE,,,2026-06-09 20:22:16.080745
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,136,136,"- **Avoid tight coupling:** Don't hardcode dependencies on specific libraries, external services, or implementation details",PREFERENCE,,"It advises avoiding tight coupling, a soft how-to.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,137,138,"- Use abstraction layers (interfaces, adapters) for external dependencies",PREFERENCE,,,2026-06-09 20:23:10.188234
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,137,137,"- Use abstraction layers (interfaces, adapters) for external dependencies",PREFERENCE,,"It advises using abstraction layers, a soft how-to.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,138,139,- Prefer dependency injection over direct imports of concrete implementations,PREFERENCE,,,2026-06-09 20:23:13.661674
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,138,138,- Prefer dependency injection over direct imports of concrete implementations,PREFERENCE,,"It uses 'prefer', a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,139,140,- Keep business logic separate from framework/library-specific code,PREFERENCE,,,2026-06-09 20:23:17.942875
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,139,139,- Keep business logic separate from framework/library-specific code,PREFERENCE,,"It advises separating logic, a soft how-to.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,140,141,"- **Question assumptions:** Before committing to a particular approach, ask: ""What would we do if this assumption proves wrong?""",PRESCRIPTION,needs specific trigger,,2026-06-09 20:23:34.408640
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,140,140,"- **Question assumptions:** Before committing to a particular approach, ask: ""What would we do if this assumption proves wrong?""",PRESCRIPTION,,"It directs asking the question before committing, a required step.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,141,142,- **Defer irreversible decisions:** Make decisions as late as possible when you have maximum information,PREFERENCE,"Vague, and need to reach ""maximum"" info for decision making, which could be forever",,2026-06-09 20:23:56.910304
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,141,141,- **Defer irreversible decisions:** Make decisions as late as possible when you have maximum information,PREFERENCE,,"It advises deferring decisions, a soft how-to.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,142,142,"**Plan one or two steps ahead, not ten:**",PREFERENCE,,,2026-06-09 20:25:28.478394
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,142,142,"Focus on the immediate task and the next logical step, not distant future scenarios",PRESCRIPTION,,,2026-06-09 20:25:39.001599
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,142,142,"Focus on the immediate task and the next logical step, not distant future scenarios",PRESCRIPTION,,"It directs focusing on the immediate task, a required behavior.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,142,142,"**Plan one or two steps ahead, not ten:**",PREFERENCE,,"It advises planning only a couple steps ahead, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,144,149,"**Red flags that indicate over-planning:**
- Designing abstractions for ""future extensibility"" that aren't needed now
- Building configuration systems before you know what needs to be configured
- Creating complex class hierarchies or inheritance structures
- Implementing features ""because we'll need them eventually""
- Choosing architectures based on hypothetical scale rather than current needs",,this is not a rule but useful context? perhaps add context aside from rule?,,2026-06-09 20:28:42.476354
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,144,149,"**Red flags that indicate over-planning:**
- Designing abstractions for ""future extensibility"" that aren't needed now
- Building configuration systems before you know what needs to be configured
- Creating complex class hierarchies or inheritance structures
- Implementing features ""because we'll need them eventually""
- Choosing architectures based on hypothetical scale rather than current needs",,,Kept as the human labeled it.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,151,155,"**When you catch yourself over-planning:**
1. **STOP** implementation
2. **SIMPLIFY** to the minimum that solves the current requirement
3. **DOCUMENT** assumptions in a comment (≥8 necessity) or ADR if significant
4. **BUILD** what's needed now, knowing you can refactor later",PRESCRIPTION,a list of conditional actions,,2026-06-09 20:27:24.741753
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,151,155,"**When you catch yourself over-planning:**
1. **STOP** implementation
2. **SIMPLIFY** to the minimum that solves the current requirement
3. **DOCUMENT** assumptions in a comment (≥8 necessity) or ADR if significant
4. **BUILD** what's needed now, knowing you can refactor later",PRESCRIPTION,,"It mandates a stop-simplify-document-build sequence, a required process.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,163,164,"**Exception:** If a decision is truly irreversible (database choice, foundational architecture), invest appropriate planning time. But these are rarer than they seem.",PRESCRIPTION,"vague for ""irreversible decision"" and ""appropriate planning time""",,2026-06-09 21:04:23.423046
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,163,163,"**Exception:** If a decision is truly irreversible (database choice, foundational architecture), invest appropriate planning time. But these are rarer than they seem.",PRESCRIPTION,,"It directs investing planning time for irreversible decisions, a required behavior.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,166,166,"**Primitive values that control UX or system behavior should live in a centralized configuration layer, not scattered as magic numbers throughout the codebase.**",PREFERENCE,,,2026-06-09 21:05:13.407731
Wenyu,context,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,166,166,This enables future UI-driven configuration and easier tuning without hunting through code.,,,"It explains the benefit of centralized config, just background reasoning.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,166,166,"**Primitive values that control UX or system behavior should live in a centralized configuration layer, not scattered as magic numbers throughout the codebase.**",PREFERENCE,,"It uses 'should', a soft preference for centralizing config.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,168,168,"Make meaningful behavioral dials discoverable and changeable from a single source of truth, but do so incrementally—only for values we're actually using or clearly will use soon.",PREFERENCE,,,2026-06-09 21:05:36.441402
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,168,168,"Make meaningful behavioral dials discoverable and changeable from a single source of truth, but do so incrementally—only for values we're actually using or clearly will use soon.",PREFERENCE,,"It guides how to centralize dials incrementally, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,170,170,"If there's any tension between this rule and the Evolving Architecture Mandate (Rule 6), **Rule 6 wins",,Rule hierachy,,2026-06-09 21:05:53.928023
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,170,170,Do not build elaborate configuration systems prematurely,PROHIBITION,,,2026-06-09 21:06:11.993726
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,170,170,Do not build elaborate configuration systems prematurely,PROHIBITION,,It forbids building elaborate config systems prematurely.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,170,170,"If there's any tension between this rule and the Evolving Architecture Mandate (Rule 6), **Rule 6 wins",,,Kept as the human labeled it.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,172,182,"**What qualifies as a configurable primitive:**
- **UX parameters:** Token limits, response timeouts, retry attempts, debounce delays, animation durations
- **System behavior:** Logging levels, verbosity settings, polling intervals, cache TTLs, batch sizes
- **AI/ML settings:** Model names, temperature, max tokens, voice types, wake word sensitivity
- **Thresholds:** Confidence scores, rate limits, queue depths, memory thresholds

**What does NOT qualify:**
- Mathematical constants (π, conversion factors)
- Protocol-defined values (HTTP status codes, standard ports)
- Arbitrary implementation details that don't affect observable behavior
- Values that appear once and have no foreseeable reason to change",,Context for the following set of rules,,2026-06-09 21:06:53.774216
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,172,182,"**What qualifies as a configurable primitive:**
- **UX parameters:** Token limits, response timeouts, retry attempts, debounce delays, animation durations
- **System behavior:** Logging levels, verbosity settings, polling intervals, cache TTLs, batch sizes
- **AI/ML settings:** Model names, temperature, max tokens, voice types, wake word sensitivity
- **Thresholds:** Confidence scores, rate limits, queue depths, memory thresholds

**What does NOT qualify:**
- Mathematical constants (π, conversion factors)
- Protocol-defined values (HTTP status codes, standard ports)
- Arbitrary implementation details that don't affect observable behavior
- Values that appear once and have no foreseeable reason to change",,,Kept as the human labeled it.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,185,185,Move a primitive to config only when you're actively working with it or it clearly affects user-facing behavior,PRESCRIPTION,,,2026-06-09 21:06:44.774048
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,185,185,Centralize incrementally,PREFERENCE,,,2026-06-09 21:07:55.373073
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,185,185,Centralize incrementally,PREFERENCE,,"It advises incremental centralization, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,185,185,Move a primitive to config only when you're actively working with it or it clearly affects user-facing behavior,PRESCRIPTION,,"It mandates the condition for moving primitives to config, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,186,186,Use existing config patterns,PREFERENCE,,,2026-06-09 21:08:05.339781
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,186,186,"Scan for [`config.py`](sovereign_core/config.py), [`config.yaml`](config.yaml), environment variables, or settings modules already in the repo. Align with what exists.",PRESCRIPTION,,,2026-06-09 21:08:13.572767
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,186,186,Use existing config patterns,PREFERENCE,,"It advises using existing patterns, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,186,186,"Scan for [`config.py`](sovereign_core/config.py), [`config.yaml`](config.yaml), environment variables, or settings modules already in the repo. Align with what exists.",PRESCRIPTION,,"It directs scanning and aligning with existing config, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,187,187,Name descriptively,PREFERENCE,,,2026-06-09 21:08:21.189016
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,187,187,"Config keys should be self-documenting (e.g., `max_retry_attempts`, `llm_response_timeout_seconds`, `voice_type`)",PRESCRIPTION,,,2026-06-09 21:08:35.225937
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,187,187,"Config keys should be self-documenting (e.g., `max_retry_attempts`, `llm_response_timeout_seconds`, `voice_type`)",PRESCRIPTION,,"It requires config keys to be self-documenting, a directive.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,187,187,Name descriptively,PREFERENCE,,"It advises descriptive naming, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,188,188,Provide defaults:** Always include sensible defaults so the system works out-of-the-box,PRESCRIPTION,,,2026-06-09 21:08:48.579929
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,188,188,Provide defaults:** Always include sensible defaults so the system works out-of-the-box,PRESCRIPTION,,"It says always include defaults, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,189,189,Don't create duplicates:,PROHIBITION,,,2026-06-09 21:08:53.221205
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,189,189,"If a value is already configurable somewhere, use that mechanism.",PRESCRIPTION,,,2026-06-09 21:09:02.995404
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,189,189,Don't create parallel config sources.,PROHIBITION,,,2026-06-09 21:09:07.918711
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,189,189,Don't create parallel config sources.,PROHIBITION,,It forbids creating parallel config sources.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,189,189,Don't create duplicates:,PROHIBITION,,It forbids creating duplicates.,2026-06-15 15:06:35.800200
