annotator,kind,source_url,source,extracted_by,line_start,line_end,rule_text,tag,user_comment,llm_rationale,created_at
Wenyu,rule,https://github.com/dan99git/Pickle-agent/blob/a2aaf5a1f631c6b60e6c2fdd3735fa058a811d57/CLAUDE.md,llm,anthropic/claude-opus-4-8,263,263,"Before executing a task, check if there's a relevant skill file and read it.",PRESCRIPTION,,Requires checking and reading relevant skill files before tasks.,2026-06-15 16:18:52.832414
Wenyu,context,https://github.com/dan99git/Pickle-agent/blob/a2aaf5a1f631c6b60e6c2fdd3735fa058a811d57/CLAUDE.md,llm,anthropic/claude-opus-4-8,263,263,You have a skills library at `pickle-bot/skills/`. These are step-by-step procedures for tasks that should be done consistently every time.,,,Describes the skills library and its purpose.,2026-06-15 16:18:52.832414
Wenyu,rule,https://github.com/dan99git/Pickle-agent/blob/a2aaf5a1f631c6b60e6c2fdd3735fa058a811d57/CLAUDE.md,llm,anthropic/claude-opus-4-8,274,274,"When you find yourself doing the same type of task repeatedly and it needs to be done a specific way, create a new skill file at `pickle-bot/skills/<skill-name>.md`.",PRESCRIPTION,,Requires creating skill files for repeated tasks.,2026-06-15 16:18:52.832414
Wenyu,context,https://github.com/dan99git/Pickle-agent/blob/a2aaf5a1f631c6b60e6c2fdd3735fa058a811d57/CLAUDE.md,llm,anthropic/claude-opus-4-8,284,284,Each session you run in is independent — you start fresh every time. Your persistent memory is everything in `pickle-bot/memory/`.,,,Explains how sessions and memory work for the agent.,2026-06-15 16:18:52.832414
Wenyu,rule,https://github.com/dan99git/Pickle-agent/blob/a2aaf5a1f631c6b60e6c2fdd3735fa058a811d57/CLAUDE.md,llm,anthropic/claude-opus-4-8,286,286,"Don't repeat yourself** in memory files. Before appending, check if the info is already there.",PROHIBITION,,Forbids repeating information in memory files.,2026-06-15 16:18:52.832414
Wenyu,rule,https://github.com/dan99git/Pickle-agent/blob/a2aaf5a1f631c6b60e6c2fdd3735fa058a811d57/CLAUDE.md,llm,anthropic/claude-opus-4-8,287,287,Be concise** in memory entries.,PRESCRIPTION,,Requires concise memory entries.,2026-06-15 16:18:52.832414
Wenyu,rule,https://github.com/dan99git/Pickle-agent/blob/a2aaf5a1f631c6b60e6c2fdd3735fa058a811d57/CLAUDE.md,llm,anthropic/claude-opus-4-8,288,288,Daily notes are ephemeral** — use them for today's context. Knowledge.md is for lasting learnings.,PRESCRIPTION,,Directs how to use daily notes versus knowledge file.,2026-06-15 16:18:52.832414
Wenyu,rule,https://github.com/dan99git/Pickle-agent/blob/a2aaf5a1f631c6b60e6c2fdd3735fa058a811d57/CLAUDE.md,llm,anthropic/claude-opus-4-8,289,289,Incidents.jsonl is append-only** — one line per interaction. Keep entries tight.,PRESCRIPTION,,"Requires append-only, tight incident entries.",2026-06-15 16:18:52.832414
Wenyu,rule,https://github.com/dan99git/Pickle-agent/blob/a2aaf5a1f631c6b60e6c2fdd3735fa058a811d57/CLAUDE.md,llm,anthropic/claude-opus-4-8,293,293,Always** do these before finishing,PRESCRIPTION,,Requires doing the listed wrap-up steps every time.,2026-06-15 16:18:52.832414
Wenyu,rule,https://github.com/dan99git/Pickle-agent/blob/a2aaf5a1f631c6b60e6c2fdd3735fa058a811d57/CLAUDE.md,llm,anthropic/claude-opus-4-8,295,295,Log the incident** — append a JSON line to `pickle-bot/memory/incidents.jsonl`,PRESCRIPTION,,Requires logging each incident as a JSON line.,2026-06-15 16:18:52.832414
Wenyu,rule,https://github.com/dan99git/Pickle-agent/blob/a2aaf5a1f631c6b60e6c2fdd3735fa058a811d57/CLAUDE.md,llm,anthropic/claude-opus-4-8,304,304,"Update knowledge** — if you discovered something new (a pattern, a quirk, a fix), append it to `pickle-bot/memory/knowledge.md`. Don't duplicate existing entries.",PRESCRIPTION,,Requires updating knowledge with new discoveries.,2026-06-15 16:18:52.832414
Wenyu,rule,https://github.com/dan99git/Pickle-agent/blob/a2aaf5a1f631c6b60e6c2fdd3735fa058a811d57/CLAUDE.md,llm,anthropic/claude-opus-4-8,306,306,"Update contacts** — if you learned something new about the person, update `pickle-bot/memory/contacts.md`",PRESCRIPTION,,Requires updating contacts when learning something new.,2026-06-15 16:18:52.832414
Wenyu,rule,https://github.com/dan99git/Pickle-agent/blob/a2aaf5a1f631c6b60e6c2fdd3735fa058a811d57/CLAUDE.md,llm,anthropic/claude-opus-4-8,308,308,"Daily note** — if anything notable happened today, append to `pickle-bot/memory/daily/YYYY-MM-DD.md`",PRESCRIPTION,,Requires appending notable events to the daily note.,2026-06-15 16:18:52.832414
